2010-07-14T00:18:16.900+0000|1099511629519|17181241222
2010-07-14T01:19:16.134+0000|2199023257543|17180577397
2010-07-14T01:52:59.549+0000|2199023255911|17180500397
2010-07-14T01:56:19.051+0000|2199023259901|17180737438
2010-07-14T02:03:31.851+0000|2199023258673|17180008991
2010-07-14T02:39:19.825+0000|2199023255705|1378309
2010-07-14T03:27:37.163+0000|1099511632421|17181241222
2010-07-14T04:09:23.027+0000|2886|17180305995
2010-07-14T04:50:27.436+0000|2199023257671|295951
2010-07-14T05:07:04.477+0000|2199023257701|8591277815
2010-07-14T05:29:50.013+0000|2199023257466|459175
2010-07-14T06:00:23.025+0000|2199023256385|728562
2010-07-14T06:11:13.933+0000|2199023260237|17180424371
2010-07-14T06:52:26.532+0000|2199023260406|17181061157
2010-07-14T07:45:06.812+0000|1099511630379|17181241222
2010-07-14T07:57:32.495+0000|1099511631649|17179978905
2010-07-14T08:00:26.375+0000|2199023257634|1077771
2010-07-14T08:18:34.564+0000|2199023257622|17181241222
2010-07-14T09:08:50.965+0000|2199023255911|17180500857
2010-07-14T09:15:19.149+0000|2199023260201|725672
2010-07-14T12:46:29.007+0000|2199023256715|725662
2010-07-14T13:45:02.093+0000|2783|17180360717
2010-07-14T13:58:37.256+0000|2199023259885|17181241222
2010-07-14T14:39:32.511+0000|2886|17181241222
2010-07-14T15:02:06.990+0000|2199023255837|17181171057
2010-07-14T15:13:47.177+0000|2199023257634|17181242241
2010-07-14T15:30:19.723+0000|2199023255770|17181094826
2010-07-14T15:55:25.112+0000|2199023260131|17181241222
2010-07-14T16:02:56.314+0000|4139|17180004329
2010-07-14T16:39:01.484+0000|2199023255705|17181247141
2010-07-14T17:17:38.659+0000|1099511629040|17181241222
2010-07-14T17:59:34.102+0000|2199023259748|17181171057
2010-07-14T18:23:22.840+0000|2199023255911|17180302163
2010-07-14T18:46:13.108+0000|2199023259489|432102
2010-07-14T19:47:34.695+0000|1099511632742|17181241222
2010-07-14T21:11:15.481+0000|1099511631226|17180692555
2010-07-14T22:26:01.005+0000|2199023257352|17181009046
2010-07-14T22:47:55.705+0000|1099511628255|17180692555
2010-07-14T23:09:40.645+0000|2329|17181241222
2010-07-14T23:16:40.507+0000|2783|17180334619
2010-07-14T23:43:39.586+0000|2199023257671|17180166529
