2011-06-02T12:05:58.392+0000|5497558142592|7696581396040
2011-06-02T12:07:05.267+0000|4398046515668|7696581396950
2011-06-02T12:56:18.590+0000|3309|7696581396572
2011-06-02T12:59:41.714+0000|5497558140719|7696581398704
2011-06-02T13:26:44.601+0000|1099511631424|7696581396950
2011-06-02T13:52:48.663+0000|2199023259961|7696581396989
2011-06-02T14:34:52.487+0000|1099511628501|7696581395735
2011-06-02T15:16:30.299+0000|5497558140403|7696581397805
2011-06-02T15:48:44.485+0000|6597069769814|7696581399388
2011-06-02T15:52:02.875+0000|2199023259041|7696581398601
2011-06-02T17:10:55.854+0000|6597069766783|7696581398111
2011-06-02T17:24:21.555+0000|2199023259766|7696581396950
2011-06-02T17:40:58.924+0000|1099511631578|7696581397460
