2012-03-13T00:07:10.088+0000|4555|13194139537050
2012-03-13T00:09:29.492+0000|4465|13194139536644
2012-03-13T00:25:27.685+0000|1099511629508|13194139535012
2012-03-13T00:37:49.362+0000|5497558141139|13194139537050
2012-03-13T00:42:22.516+0000|13194139534239|13194139537355
2012-03-13T00:43:02.365+0000|4398046511543|13194139534248
2012-03-13T01:01:47.680+0000|5497558141840|13194139537406
2012-03-13T01:01:59.923+0000|7696581398182|13194139534262
2012-03-13T01:04:03.654+0000|9895604653349|13194139535956
2012-03-13T01:09:25.907+0000|1099511630976|13194139537050
2012-03-13T01:43:05.530+0000|7696581397140|13194139536580
2012-03-13T01:58:43.013+0000|2519|13194139537020
2012-03-13T02:14:57.465+0000|5497558143824|13194139535183
2012-03-13T02:24:57.661+0000|12094627909882|13194139534273
2012-03-13T02:45:39.670+0000|1099511631424|13194139535019
2012-03-13T02:49:58.630+0000|12094627908995|13194139533727
2012-03-13T02:58:23.669+0000|143|13194139537875
2012-03-13T03:29:36.283+0000|8796093025605|13194139537050
2012-03-13T03:47:43.911+0000|8796093026259|13194139536480
2012-03-13T03:58:20.018+0000|7696581395267|13194139535540
2012-03-13T04:04:13.598+0000|13194139533624|13194139537969
2012-03-13T04:07:09.190+0000|6597069769061|13194139535501
2012-03-13T04:07:18.234+0000|10995116280953|13194139535251
2012-03-13T04:16:18.253+0000|10995116279938|13194139535019
2012-03-13T04:19:26.360+0000|4398046515525|13194139535012
2012-03-13T04:26:34.410+0000|2199023256352|13194139538159
2012-03-13T04:41:22.186+0000|5497558142395|13194139538022
2012-03-13T04:46:05.928+0000|12094627906340|13194139536680
2012-03-13T04:50:41.707+0000|5497558143180|13194139537841
2012-03-13T05:07:03.228+0000|13194139534357|13194139537224
2012-03-13T05:25:58.051+0000|9895604651894|13194139534357
2012-03-13T05:39:57.317+0000|9895604653507|13194139535956
2012-03-13T06:36:41.141+0000|3298534884404|13194139537050
2012-03-13T06:45:55.888+0000|1099511628122|13194139535251
2012-03-13T06:49:24.050+0000|10995116279051|13194139537050
2012-03-13T07:01:12.151+0000|12094627905718|13194139534166
2012-03-13T08:18:11.484+0000|2199023260452|13194139535540
2012-03-13T08:21:22.033+0000|7696581398959|13194139536580
2012-03-13T08:22:06.980+0000|7696581398073|13194139537224
2012-03-13T08:33:14.585+0000|9895604652179|13194139538282
2012-03-13T08:40:02.089+0000|12094627906242|13194139535173
2012-03-13T08:56:29.818+0000|3298534887558|13194139537167
2012-03-13T09:08:00.853+0000|7696581395658|13194139537050
2012-03-13T09:14:57.835+0000|3298534887305|13194139537050
2012-03-13T09:28:43.193+0000|4398046514019|13194139537020
2012-03-13T09:38:55.866+0000|1274|13194139537355
2012-03-13T09:44:35.615+0000|3298534883914|13194139536472
2012-03-13T09:59:34.548+0000|8796093025394|13194139537875
2012-03-13T10:24:25.346+0000|13194139533754|13194139536373
2012-03-13T10:53:16.247+0000|2199023257274|13194139536963
2012-03-13T11:17:49.068+0000|2199023259850|13194139537841
2012-03-13T12:58:15.935+0000|3298534885659|13194139536680
2012-03-13T12:59:39.415+0000|12094627909882|13194139537020
2012-03-13T13:06:07.996+0000|8796093026090|13194139534894
2012-03-13T13:13:05.143+0000|4178|13194139536666
2012-03-13T13:34:09.171+0000|10995116280897|13194139537875
