2010-08-14T06:15:50.624+0000|2199023257338|17180334246
2010-08-14T06:20:24.228+0000|2199023259041|17180517352
2010-08-14T06:34:30.874+0000|4577|25771121356
2010-08-14T06:54:04.682+0000|1099511631095|25771121356
2010-08-14T07:19:23.722+0000|2199023255689|1078039
2010-08-14T07:26:48.128+0000|4615|25770062663
2010-08-14T07:53:38.820+0000|3298534887610|17180336406
2010-08-14T08:10:50.023+0000|4644|25771106448
2010-08-14T08:18:05.427+0000|2199023255565|725662
2010-08-14T08:25:46.313+0000|2004|25771106448
2010-08-14T08:33:02.394+0000|2199023259396|25771121356
2010-08-14T08:46:51.755+0000|2199023259513|17181270158
2010-08-14T08:53:56.514+0000|2199023258157|25771106448
2010-08-14T09:18:42.773+0000|1099511628205|25770062663
2010-08-14T09:46:28.659+0000|2199023258029|17180004329
2010-08-14T10:26:51.990+0000|2199023259901|25770062663
2010-08-14T10:30:44.609+0000|1099511631747|25770062663
2010-08-14T11:09:25.080+0000|2199023255565|17180593122
2010-08-14T11:16:58.343+0000|2199023260443|8590660427
2010-08-14T11:20:39.099+0000|2199023256450|25771121356
2010-08-14T11:38:40.630+0000|2199023257274|8589996503
