2010-05-08T00:04:50.151+0000|8590317587|1148||Guillermo Rodriguez
2010-05-08T00:23:35.151+0000|8590248413|3309||Juan Cardenas
2010-05-08T00:46:50.151+0000|8590288507|238||Burak Koksal
2010-05-08T00:47:17.570+0000|8590247854|2706||Mario Bindi
2010-05-08T00:51:20.151+0000|8590273031|318||Claude Radafison
2010-05-08T01:13:05.150+0000|8590826948|772||Ashley Coetzee
2010-05-08T01:39:20.151+0000|8590733290|2788||Peter Schmidt
2010-05-08T01:45:20.151+0000|8590593191|3571||Akram Abuhatzira
2010-05-08T01:46:09.972+0000|8591401859|1099511629741||Alexander Gallagher
2010-05-08T01:47:35.151+0000|8590101817|555||Chen Yang
2010-05-08T02:25:05.151+0000|8590288513|238||Burak Koksal
2010-05-08T02:32:51.753+0000|8590288483|238||Burak Koksal
2010-05-08T02:35:35.151+0000|8591002734|1099511630314||Abderraouf David
2010-05-08T02:39:20.151+0000|8590276657|1099511632001||Eddie Santos
2010-05-08T02:50:35.151+0000|8591002733|1099511630314||Abderraouf David
2010-05-08T03:00:20.151+0000|8590273036|318||Claude Radafison
2010-05-08T03:22:05.151+0000|8590273011|318||Claude Radafison
2010-05-08T03:48:20.151+0000|8590733285|2788||Peter Schmidt
2010-05-08T03:53:35.151+0000|8590273040|318||Claude Radafison
2010-05-08T04:13:50.151+0000|8590276641|1099511632001||Eddie Santos
2010-05-08T04:38:35.151+0000|8590101828|555||Chen Yang
2010-05-08T05:02:32.743+0000|8590564992|1274||Roberto Fernandez
