2010-07-04T06:07:08.984+0000|17180423449|1161||Li Zhang
2010-07-04T06:13:53.984+0000|17180560219|1099511628696||Cristian Diaz
2010-07-04T06:19:53.984+0000|17180164952|987||Ali Diori
2010-07-04T06:22:08.984+0000|17180163786|102||Philibert Roindefo
2010-07-04T06:27:50.186+0000|17179934716|1099511630504||Macky Mendy
2010-07-04T06:45:23.984+0000|17180163782|102||Philibert Roindefo
2010-07-04T06:50:38.984+0000|17180423461|1161||Li Zhang
2010-07-04T06:53:38.984+0000|17180775296|1099511632751||Ning Li
2010-07-04T06:54:23.984+0000|17179977831|2199023257480||Fritz Engel
2010-07-04T06:58:53.984+0000|17180036396|555||Chen Yang
2010-07-04T07:02:38.984+0000|17179977808|2199023257480||Fritz Engel
2010-07-04T07:04:08.984+0000|17179930914|2845||Frederick Kawawa
2010-07-04T07:04:53.984+0000|17180560231|1099511628696||Cristian Diaz
2010-07-04T07:12:23.984+0000|17180336301|2199023258499||Lin Zhang
2010-07-04T07:16:53.984+0000|17179977834|2199023257480||Fritz Engel
2010-07-04T07:16:53.984+0000|17180560223|1099511628696||Cristian Diaz
2010-07-04T07:19:53.984+0000|17180560244|1099511628696||Cristian Diaz
2010-07-04T07:25:08.984+0000|17180164977|987||Ali Diori
2010-07-04T07:33:23.984+0000|17180776851|2199023257693||Pavel Kurková
2010-07-04T07:43:08.984+0000|17180128925|4534||David Jones
2010-07-04T07:45:23.984+0000|17180828539|1099511631015||Artur Martins
2010-07-04T08:06:23.984+0000|17180775265|1099511632751||Ning Li
2010-07-04T08:15:23.984+0000|17180124507|1269||Diana Zhang
2010-07-04T08:18:23.984+0000|17179931995|3606||Andrew Kibona
2010-07-04T08:26:38.984+0000|17180128870|4534||David Jones
2010-07-04T08:27:23.984+0000|17180423550|1161||Li Zhang
2010-07-04T08:32:36.752+0000|17180185016|1099511630039||Karishma Gurung
2010-07-04T08:36:23.984+0000|17181075187|2199023259039||Jun Yang
2010-07-04T08:37:53.984+0000|17180423524|1161||Li Zhang
2010-07-04T08:45:23.984+0000|17180336309|2199023258499||Lin Zhang
2010-07-04T08:47:38.984+0000|17181240889|1847||Jun Zhang
2010-07-04T08:56:38.984+0000|17180128920|4534||David Jones
2010-07-04T08:56:38.984+0000|17180837466|3924||Zheng Chen
2010-07-04T08:57:23.984+0000|17180164962|987||Ali Diori
2010-07-04T09:04:08.984+0000|17180426962|2199023256132||Mohamed Aouadhi
2010-07-04T09:04:53.984+0000|17180501876|1099511629287||Mathieu Bemba
2010-07-04T09:04:53.984+0000|17181334807|687||Jie Zhang
2010-07-04T09:05:38.984+0000|17180317745|1099511628273||Enhua Li
2010-07-04T09:06:23.984+0000|17181251344|4577||Hao Zhang
2010-07-04T09:10:08.984+0000|17180164970|987||Ali Diori
2010-07-04T09:21:23.984+0000|17180128900|4534||David Jones
2010-07-04T09:22:53.984+0000|17180837483|3924||Zheng Chen
2010-07-04T09:26:38.984+0000|17180423478|1161||Li Zhang
2010-07-04T09:30:23.984+0000|17180154477|2817||Lin Li
2010-07-04T09:47:38.984+0000|17180164974|987||Ali Diori
2010-07-04T10:26:38.984+0000|17181075179|2199023259039||Jun Yang
2010-07-04T10:29:38.984+0000|17180128930|4534||David Jones
2010-07-04T10:29:38.984+0000|17180413731|1509||Alexandre Pinzaru
2010-07-04T10:39:23.984+0000|17180163798|102||Philibert Roindefo
2010-07-04T10:44:38.984+0000|17180837472|3924||Zheng Chen
2010-07-04T10:46:53.984+0000|17180163794|102||Philibert Roindefo
2010-07-04T10:51:23.984+0000|17180164956|987||Ali Diori
2010-07-04T10:54:23.984+0000|17180959553|1099511628111||Johan Lindberg
2010-07-04T10:59:38.984+0000|17180423536|1161||Li Zhang
2010-07-04T10:59:38.984+0000|17181240897|1847||Jun Zhang
2010-07-04T11:04:08.984+0000|17179921592|2199023255911||Rogerio Alves
2010-07-04T11:16:08.984+0000|17180213681|2199023256182||Camila Alves
2010-07-04T11:27:03.513+0000|17181225031|4848||Chau Nguyen
2010-07-04T11:28:53.984+0000|17181240887|1847||Jun Zhang
2010-07-04T11:29:38.984+0000|17180213665|2199023256182||Camila Alves
2010-07-04T11:42:23.984+0000|17180163778|102||Philibert Roindefo
2010-07-04T11:55:53.984+0000|17180724114|1099511630227||Ali Achiou
