2010-06-23T18:05:55.743+0000|17180499678|1274||Roberto Fernandez
2010-06-23T18:27:40.743+0000|17180672665|2199023257352||Wei Wang
2010-06-23T18:29:10.743+0000|17180379761|3587||Ahmad Chedid
2010-06-23T18:35:55.743+0000|17180273445|3705||Bingjian Zhang
2010-06-23T18:39:40.743+0000|17181208704|3627||Sergey Vasilievich Iglinsky
2010-06-23T18:50:10.743+0000|17180273385|3705||Bingjian Zhang
2010-06-23T19:00:40.742+0000|17180379755|3587||Ahmad Chedid
2010-06-23T19:02:10.743+0000|17180379790|3587||Ahmad Chedid
2010-06-23T19:02:10.743+0000|17180379818|3587||Ahmad Chedid
2010-06-23T19:02:10.743+0000|17181008778|3412||Lei Wang
2010-06-23T19:11:55.743+0000|17180454459|2917||Atsushi Yamada
2010-06-23T19:46:25.742+0000|17180379821|3587||Ahmad Chedid
2010-06-23T19:47:10.743+0000|17180672660|2199023257352||Wei Wang
2010-06-23T19:57:40.743+0000|17180273402|3705||Bingjian Zhang
2010-06-23T20:05:10.743+0000|17181115977|1099511629411||Fernando Alarcón
2010-06-23T20:08:10.742+0000|17180363791|1099511632307||Peng Zhang
2010-06-23T20:24:32.416+0000|17180848220|1099511630114||Mohamed David
2010-06-23T20:34:25.743+0000|17180273477|3705||Bingjian Zhang
2010-06-23T20:45:40.743+0000|17180379842|3587||Ahmad Chedid
2010-06-23T20:58:25.743+0000|17180379849|3587||Ahmad Chedid
2010-06-23T21:14:55.743+0000|17180379781|3587||Ahmad Chedid
2010-06-23T21:17:10.743+0000|17180379839|3587||Ahmad Chedid
2010-06-23T21:22:25.743+0000|17181008797|3412||Lei Wang
2010-06-23T21:36:30.498+0000|17180960394|1099511629359||Karim Ambane
2010-06-23T21:37:25.743+0000|17180379789|3587||Ahmad Chedid
2010-06-23T21:38:44.827+0000|17181088734|1099511629479||Jun Wang
2010-06-23T21:44:10.743+0000|17181208681|3627||Sergey Vasilievich Iglinsky
2010-06-23T21:59:55.743+0000|17180379774|3587||Ahmad Chedid
2010-06-23T22:06:40.743+0000|17180379848|3587||Ahmad Chedid
2010-06-23T22:07:25.743+0000|17181008783|3412||Lei Wang
2010-06-23T22:17:10.743+0000|17181208685|3627||Sergey Vasilievich Iglinsky
2010-06-23T22:17:55.743+0000|17180182448|2706||Mario Bindi
2010-06-23T22:32:10.743+0000|17180379763|3587||Ahmad Chedid
2010-06-23T22:45:40.743+0000|17180499671|1274||Roberto Fernandez
2010-06-23T22:51:40.743+0000|17181008785|3412||Lei Wang
2010-06-23T22:56:10.743+0000|17180379770|3587||Ahmad Chedid
2010-06-23T22:58:25.743+0000|17180937395|1099511630354||Peng Zhang
2010-06-23T23:02:10.743+0000|17180379809|3587||Ahmad Chedid
2010-06-23T23:08:10.743+0000|17180182451|2706||Mario Bindi
2010-06-23T23:33:40.743+0000|17180454451|2917||Atsushi Yamada
2010-06-23T23:41:55.743+0000|17180732038|143||Maria Alkaios
2010-06-23T23:45:40.743+0000|17180379819|3587||Ahmad Chedid
2010-06-23T23:50:55.743+0000|17180379768|3587||Ahmad Chedid
2010-06-23T23:55:03.337+0000|17180276901|4689||Jim Thomas
